Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
3156;68062105;Raiffeisenbank Denzlingen;Denzlingen;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3157;68062730;Raiffeisenbank Wyhl;Wyhl am Kaiserstuhl;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3158;68063068;Volksbank Emmendingen-Kaiserstuhl;Eichstetten am Kaiserstuhl;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3159;68063254;Spar- u Kreditbank Bad Krozingen-Heitersheim;Heitersheim;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3160;68063479;Raiffeisenbank Kaiserstuhl Vogtsburg;Vogtsburg am Kaiserstuhl;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3161;68064222;Raiffeisenbank Gundelfingen;Gundelfingen, Breisgau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3162;68070024;Deutsche Bank Privat und Geschäftskunden AG;Emmendingen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3163;68070024;Deutsche Bank Privat und Geschäftskunden AG;Freiburg im Breisgau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3164;68070024;Deutsche Bank Privat und Geschäftskunden AG;Müllheim, Baden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3165;68070024;Deutsche Bank Privat und Geschäftskunden AG;Titisee-Neustadt;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3166;68070024;Deutsche Bank Privat und Geschäftskunden AG;Waldkirch, Breisgau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3167;68070030;Deutsche Bank AG;Emmendingen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3168;68070030;Deutsche Bank AG;Freiburg im Breisgau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3169;68070030;Deutsche Bank AG;Müllheim, Baden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3170;68070030;Deutsche Bank AG;Waldkirch, Breisgau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3171;68070030;Deutsche Bank AG;Titisee-Neustadt;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3172;68080030;Dresdner Bank;Rheinfelden ;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3173;68080030;Dresdner Bank;Freiburg ;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3174;68080030;Dresdner Bank;Kehl;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3175;68080030;Dresdner Bank;Lörrach;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3176;68080030;Dresdner Bank;Lahr;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3177;68080030;Dresdner Bank;Offenburg;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3178;68080030;Dresdner Bank;Weil ;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3179;68080030;Dresdner Bank;Waldkirch;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3180;68080030;Dresdner Bank;Bad Krozingen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3181;68080030;Dresdner Bank;Bad Säckingen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3182;68090000;Volksbank Freiburg;Freiburg, Breisgau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3183;68091000;Volksbank Hochschwarzwald Titisee-Neustadt;Titisee-Neustadt;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3184;68091700;Volksbank Löffingen;Löffingen;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3185;68091900;Volksbank Müllheim;Mühlheim, Baden;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3186;68092000;Volksbank Breisgau Nord;Emmendingen;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3187;68092300;Volksbank Bad Krozingen;Staufen im Breisgau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3188;68092400;Volksbank Waldkirch;Waldkirch, Breisgau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3189;68092500;Kaiserstühler Volksbank;Endingen am Kaiserstuhl;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3190;68261476;Volksbank Unterer Breisgau;Rheinhausen, Breisgau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3191;68263318;Raiffeisenbank Kappel-Grafenhausen;Kappel-Grafenhausen;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3192;68270024;Deutsche Bank Privat und Geschäftskunden AG;Lahr, Schwarzwald;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3193;68270033;Deutsche Bank AG;Lahr, Schwarzwald;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3194;68290000;Volksbank Lahr;Lahr, Schwarzwald;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3195;68291200;Volksbank Unterer Breisgau;Ettenheim;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3196;68310111;SEB AG;Lörrach;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
3197;68340058;Commerzbank;Lörrach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3198;68340058;Commerzbank;Weil ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3199;68340058;Commerzbank;Rheinfelden;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3200;68340058;Commerzbank;Waldshut-Tiengen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3201;68350048;Sparkasse Lörrach-Rheinfelden;Lörrach-Rheinfelden;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i087.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3202;68351557;Sparkasse Schopfheim;Schopfheim;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i058.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3203;68351865;Sparkasse Markgräflerland;Markgräflerland;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i043.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3204;68361394;Raiffeisenbank Maulburg;Maulburg;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3205;68370024;Deutsche Bank Privat und Geschäftskunden AG;Bad Säckingen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3206;68370024;Deutsche Bank Privat und Geschäftskunden AG;Grenzach-Wyhlen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3207;68370024;Deutsche Bank Privat und Geschäftskunden AG;Lörrach;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3208;68370024;Deutsche Bank Privat und Geschäftskunden AG;Rheinfelden (Baden);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3209;68370024;Deutsche Bank Privat und Geschäftskunden AG;Schopfheim;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3210;68370024;Deutsche Bank Privat und Geschäftskunden AG;Waldshut-Tiengen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3211;68370024;Deutsche Bank Privat und Geschäftskunden AG;Wehr, Baden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3212;68370024;Deutsche Bank Privat und Geschäftskunden AG;Weil am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3213;68370034;Deutsche Bank AG;Grenzach-Wyhlen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3214;68370034;Deutsche Bank AG;Lörrach;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3215;68370034;Deutsche Bank AG;Schopfheim;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3216;68370034;Deutsche Bank AG;Bad Säckingen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3217;68370034;Deutsche Bank AG;Rheinfelden (Baden);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3218;68370034;Deutsche Bank AG;Weil am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3219;68370034;Deutsche Bank AG;Waldshut-Tiengen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3220;68370034;Deutsche Bank AG;Wehr, Baden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3221;68390000;Volksbank Dreiländereck;Lörrach;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3222;68391500;Volksbank Schopfheim;Schopfheim;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3223;68452290;Sparkasse Hochrhein;Hochrhein;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i093.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3224;68461313;Volksbank Klettgau -alt-;Klettgau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3225;68462427;Volksbank Klettgau-Wutöschingen;Wutöschingen;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3226;68490000;Volksbank Rhein-Wehra;Bad Säckingen;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3227;68491500;Volksbank Jestetten Ndl Lottstetten;Jestetten;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3228;68492200;Volksbank Hochrhein;Waldshut-Tiengen;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3229;69010111;SEB AG;Konstanz;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
3230;69020190;Bayerische Hypo- und Vereinsbank AG - HVB;Konstanz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3231;69040045;Commerzbank;Konstanz;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3232;69050001;Sparkasse Bodensee;Bodensee;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i044.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3233;69051410;Bezirkssparkasse Reichenau;Reichenau;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i036.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3234;69051620;Sparkasse Pfullendorf-Meßkirch;Pfullendorf-Meßkirch;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i041.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3235;69051725;Sparkasse Salem-Heiligenberg;Salem-Heiligenberg;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i053.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3236;69061800;Volksbank Überlingen;Überlingen, Bodensee;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3237;69070024;Deutsche Bank Privat und Geschäftskunden AG;Konstanz;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3238;69070024;Deutsche Bank Privat und Geschäftskunden AG;Überlingen, Bodensee;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3239;69070032;Deutsche Bank AG;Konstanz;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3240;69070032;Deutsche Bank AG;Überlingen, Bodensee;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3241;69091200;Hagnauer Volksbank;Hagnau am Bodensee;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3242;69091200;Hagnauer Volksbank;Hagnau am Bodensee;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3243;69091600;Volksbank Pfullendorf;Pfullendorf, Baden;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3244;69240075;Commerzbank;Singen ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3245;69250035;Sparkasse Singen-Radolfzell;Singen-Radolfzell;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i055.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3246;69251445;Sparkasse Engen-Gottmadingen;Engen-Gottmadingen;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i109.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3247;69251755;Sparkasse Stockach;Stockach;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i065.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3248;69270024;Deutsche Bank Privat und Geschäftskunden AG;Radolfzell am Bodensee;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3249;69270024;Deutsche Bank Privat und Geschäftskunden AG;Singen (Hohentwiel);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3250;69270038;Deutsche Bank AG;Singen (Hohentwiel);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3251;69270038;Deutsche Bank AG;Radolfzell am Bodensee;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3252;69280035;Dresdner Bank;Konstanz;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3253;69280035;Dresdner Bank;Singen ;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3254;69280035;Dresdner Bank;Schramberg;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3255;69280035;Dresdner Bank;Überlingen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3256;69280035;Dresdner Bank;Donaueschingen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3257;69290000;Volksbank Singen-Engen;Singen (Hohentwiel);FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3258;69291000;Volksbank Konstanz;Konstanz;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3259;69362032;Volksbank Meßkirch Raiffeisenbank;Meßkirch;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
3260;69362373;Raiffeisenbank Südlicher Heuberg;Emmingen-Liptingen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;06.08.2007;;;;;
3261;69440007;Commerzbank;Tuttlingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3262;69440007;Commerzbank;Freudenstadt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3263;69440007;Commerzbank;Bad Dürrheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
3264;69450065;Sparkasse Villingen-Schwenningen;Villingen-Schwenningen;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i063.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
3265;69451070;Sparkasse Donaueschingen;Donaueschingen;Finanz Informatik GmbH & Co. KG (Baden-Württemberg);DSGV;i111.bw.s-hbci.de;193.110.133.30;2.2;ja;;;;;;;;;;;https://hbci-pintan-bw.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
